data,1241852100,1412276.0;51669.0;1419086.0;53803.0;1.0363042975,,,
data,1241853000,1413129.0;51695.0;1419926.0;53829.0;1.03629611412,20723.0 534.0 109697;794.0 26.0 109711;5.0 0.0 109714;17710.0 508.0 109720;14318.0 597.0 109721;16894.0 632.0 109722;9.0 0.0 109723;10.0 0.0 109725;18.0 0.0 109726;18110.0 556.0 109728;10.0 0.0 109732;4.0 0.0 109734;12.0 0.0 109735;5.0 0.0 109737;9.0 0.0 109742;9.0 0.0 109743;6.0 0.0 109744;7.0 0.0 109745;9.0 0.0 109746;5.0 0.0 109747;7.0 0.0 109748;3.0 0.0 109749;47.0 0.0 109667,109697.0 18624;109711.0 18624;109714.0 18624;109720.0 18624;109721.0 18624;109722.0 18624;109723.0 18624;109725.0 9058;109726.0 18624;109728.0 18624;109732.0 9058;109734.0 18624;109735.0 18624;109737.0 16352;109742.0 18624;109743.0 18624;109744.0 18624;109745.0 18624;109746.0 18624;109747.0 18624;109748.0 18624;109749.0 18624;109667.0 18624,109697 865;109711 853;109714 877;109720 849;109721 835;109722 899;109723 855;109725 403;109726 840;109728 870;109732 427;109734 869;109735 818;109737 425;109742 930;109743 882;109744 872;109745 872;109746 857;109747 873;109748 923;109749 850;109667 880
data,1241853900,1414156.0;51722.0;1420920.0;53865.0;1.03647551618,18110.0 556.0 109728;20723.0 534.0 109697;47.0 0.0 109667;9.0 0.0 109723;4.0 0.0 109734;12.0 0.0 109735;9.0 0.0 109746;9.0 0.0 109742;1788.0 62.0 109711;6.0 0.0 109744;7.0 0.0 109745;5.0 0.0 109714;5.0 0.0 109747;7.0 0.0 109748;3.0 0.0 109749;17710.0 508.0 109720;14318.0 597.0 109721;16894.0 632.0 109722;9.0 0.0 109743;18.0 0.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109744.0 12194;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1015;109697 1011;109667 1031;109723 986;109734 1072;109735 1020;109746 1010;109742 1099;109711 994;109744 324;109745 989;109714 1085;109747 1115;109748 1030;109749 1034;109720 1060;109721 1079;109722 1006;109743 1007;109726 1033
data,1241854800,1415225.0;51744.0;1421982.0;53903.0;1.03677455824,18110.0 556.0 109728;20723.0 534.0 109697;9.0 0.0 109723;4.0 0.0 109734;12.0 0.0 109735;47.0 0.0 109667;5.0 0.0 109714;9.0 0.0 109742;9.0 0.0 109743;7.0 0.0 109745;9.0 0.0 109746;5.0 0.0 109747;7.0 0.0 109748;3.0 0.0 109749;17710.0 508.0 109720;14318.0 597.0 109721;16894.0 632.0 109722;2850.0 100.0 109711;18.0 0.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1023;109697 1094;109723 1037;109734 1041;109735 1099;109667 1090;109714 982;109742 1053;109743 1014;109745 1042;109746 1021;109747 987;109748 1110;109749 1077;109720 1122;109721 1038;109722 1045;109711 1062;109726 1063
data,1241855700,1416309.0;51769.0;1423002.0;53937.0;1.03697793522,18110.0 556.0 109728;20723.0 534.0 109697;47.0 0.0 109667;4.0 0.0 109734;12.0 0.0 109735;3870.0 134.0 109711;5.0 0.0 109714;9.0 0.0 109742;9.0 0.0 109743;7.0 0.0 109745;9.0 0.0 109746;5.0 0.0 109747;7.0 0.0 109748;3.0 0.0 109749;17710.0 508.0 109720;14318.0 597.0 109721;16894.0 632.0 109722;9.0 0.0 109723;18.0 0.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1050;109697 1063;109667 1061;109734 1090;109735 990;109711 1020;109714 1081;109742 1093;109743 1032;109745 1063;109746 1047;109747 1103;109748 1040;109749 1025;109720 998;109721 1033;109722 1058;109723 1042;109726 1111
data,1241856600,1417396.0;51793.0;1424098.0;53977.0;1.037263276,18110.0 556.0 109728;20723.0 534.0 109697;47.0 0.0 109667;4.0 0.0 109734;12.0 0.0 109735;5.0 0.0 109714;9.0 0.0 109742;9.0 0.0 109743;9.0 0.0 109723;7.0 0.0 109745;9.0 0.0 109746;5.0 0.0 109747;7.0 0.0 109748;3.0 0.0 109749;17710.0 508.0 109720;14318.0 597.0 109721;16894.0 632.0 109722;4966.0 174.0 109711;18.0 0.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 989;109697 1091;109667 1042;109734 1025;109735 1069;109714 1024;109742 1085;109743 1098;109723 1051;109745 990;109746 1049;109747 1101;109748 1043;109749 1026;109720 1050;109721 1086;109722 1037;109711 1096;109726 1048
data,1241857500,1418408.0;51814.0;1425152.0;53999.0;1.03723838893,18110.0 556.0 109728;20723.0 534.0 109697;47.0 0.0 109667;4.0 0.0 109734;12.0 0.0 109735;6020.0 196.0 109711;5.0 0.0 109714;9.0 0.0 109742;9.0 0.0 109743;7.0 0.0 109745;9.0 0.0 109746;5.0 0.0 109747;7.0 0.0 109748;3.0 0.0 109749;17710.0 508.0 109720;14318.0 597.0 109721;16894.0 632.0 109722;9.0 0.0 109723;18.0 0.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1113;109697 1048;109667 1051;109734 1052;109735 1027;109711 1054;109714 1066;109742 1051;109743 1127;109745 1029;109746 1052;109747 1040;109748 1111;109749 1042;109720 1024;109721 1038;109722 1040;109723 1041;109726 994
data,1241858400,1419479.0;51830.0;1426186.0;54034.0;1.03762090417,18110.0 556.0 109728;20723.0 534.0 109697;47.0 0.0 109667;4.0 0.0 109734;9.0 0.0 109746;12.0 0.0 109735;9.0 0.0 109743;9.0 0.0 109742;7054.0 231.0 109711;7.0 0.0 109745;5.0 0.0 109714;5.0 0.0 109747;7.0 0.0 109748;3.0 0.0 109749;17710.0 508.0 109720;14318.0 597.0 109721;16894.0 632.0 109722;9.0 0.0 109723;18.0 0.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1007;109697 1059;109667 1022;109734 1076;109746 1065;109735 1065;109743 1073;109742 1014;109711 1034;109745 1116;109714 1048;109747 1092;109748 1035;109749 1024;109720 1043;109721 1042;109722 1051;109723 1039;109726 1095
data,1241859300,1420537.0;51854.0;1427265.0;54056.0;1.03755129467,18110.0 556.0 109728;20723.0 534.0 109697;47.0 0.0 109667;4.0 0.0 109734;12.0 0.0 109735;8133.0 253.0 109711;9.0 0.0 109746;9.0 0.0 109742;9.0 0.0 109743;7.0 0.0 109745;5.0 0.0 109714;5.0 0.0 109747;7.0 0.0 109748;3.0 0.0 109749;17710.0 508.0 109720;14318.0 597.0 109721;16894.0 632.0 109722;9.0 0.0 109723;18.0 0.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1047;109697 1071;109667 1087;109734 1056;109735 1043;109711 1079;109746 1041;109742 1093;109743 1037;109745 1092;109714 1030;109747 992;109748 1048;109749 1080;109720 1075;109721 1040;109722 1040;109723 1062;109726 987
data,1241860500,1421561.0;51875.0;1428318.0;54081.0;1.03759338586,18110.0 556.0 109728;20723.0 534.0 109697;47.0 0.0 109667;9.0 0.0 109743;4.0 0.0 109734;12.0 0.0 109735;5.0 0.0 109714;9.0 0.0 109742;9186.0 278.0 109711;7.0 0.0 109745;9.0 0.0 109746;5.0 0.0 109747;7.0 0.0 109748;3.0 0.0 109749;17710.0 508.0 109720;14318.0 597.0 109721;16894.0 632.0 109722;9.0 0.0 109723;18.0 0.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1071;109697 1042;109667 1056;109743 1056;109734 1070;109735 1017;109714 1040;109742 1066;109711 1053;109745 1096;109746 1056;109747 1037;109748 1031;109749 1100;109720 1080;109721 1045;109722 978;109723 1074;109726 1032
data,1241861400,1422639.0;51892.0;1429397.0;54102.0;1.0376592326,18110.0 556.0 109728;20723.0 534.0 109697;47.0 0.0 109667;4.0 0.0 109734;12.0 0.0 109735;10265.0 299.0 109711;9.0 0.0 109746;9.0 0.0 109742;9.0 0.0 109743;7.0 0.0 109745;5.0 0.0 109714;5.0 0.0 109747;7.0 0.0 109748;3.0 0.0 109749;17710.0 508.0 109720;14318.0 597.0 109721;16894.0 632.0 109722;9.0 0.0 109723;18.0 0.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1040;109697 1077;109667 1042;109734 1062;109735 1095;109711 1079;109746 1090;109742 1007;109743 1024;109745 1041;109714 1083;109747 1074;109748 1062;109749 1059;109720 1029;109721 1052;109722 999;109723 1058;109726 1027
data,1241862600,1423690.0;51915.0;1430457.0;54135.0;1.03782925815,18110.0 556.0 109728;20723.0 534.0 109697;47.0 0.0 109667;4.0 0.0 109734;12.0 0.0 109735;11325.0 332.0 109711;5.0 0.0 109714;9.0 0.0 109742;9.0 0.0 109743;7.0 0.0 109745;9.0 0.0 109746;5.0 0.0 109747;7.0 0.0 109748;3.0 0.0 109749;17710.0 508.0 109720;14318.0 597.0 109721;16894.0 632.0 109722;9.0 0.0 109723;18.0 0.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1045;109697 1000;109667 1051;109734 1070;109735 1044;109711 1060;109714 1061;109742 1089;109743 1047;109745 1050;109746 1045;109747 1026;109748 1067;109749 1078;109720 1042;109721 1059;109722 1079;109723 1030;109726 1057
data,1241863500,1424750.0;51935.0;1431516.0;54166.0;1.03802804824,18110.0 556.0 109728;20723.0 534.0 109697;47.0 0.0 109667;4.0 0.0 109734;12.0 0.0 109735;9.0 0.0 109746;9.0 0.0 109743;9.0 0.0 109742;12384.0 363.0 109711;7.0 0.0 109745;5.0 0.0 109714;5.0 0.0 109747;7.0 0.0 109748;3.0 0.0 109749;17710.0 508.0 109720;14318.0 597.0 109721;16894.0 632.0 109722;9.0 0.0 109723;18.0 0.0 109726,109728.0 20000;109697.0 20000;109667.0 20000;109734.0 20000;109735.0 20000;109711.0 20000;109714.0 20000;109742.0 20000;109743.0 20000;109745.0 20000;109746.0 20000;109747.0 20000;109748.0 20000;109749.0 20000;109720.0 20000;109721.0 20000;109722.0 20000;109723.0 20000;109726.0 20000,109728 1059;109697 1073;109667 1094;109734 1007;109735 1038;109746 1051;109743 1063;109742 946;109711 1059;109745 1062;109714 1055;109747 1067;109748 1076;109749 1039;109720 1050;109721 1056;109722 1058;109723 1093;109726 1054
