
New Run at  03/17/2015 09:00:42
, Time, randomAccesses; randomClicks; ucb1Accesses; ucb1Clicks; ucb1CTRRatio; ucb1_1CTRRatio; ucb1AlphaCTRRatio, Article Access; Clicks; ID; Theta, ID; epochArticles, ID ;epochSelectedArticles 
data,1241593200,1091479.0;40098.0;1036036.0;45825.0;1.20398284801
data,1241593800,1092273.0;40116.0;1036894.0;45848.0;1.20392549051
data,1241594400,1093145.0;40134.0;1037722.0;45866.0;1.20385773925
data,1241595300,1094228.0;40153.0;1038786.0;45892.0;1.20392857339
data,1241595900,1095250.0;40174.0;1039845.0;45913.0;1.20374708832
data,1241596800,1096378.0;40195.0;1040920.0;45938.0;1.2037685974
data,1241597700,1097391.0;40214.0;1042025.0;45960.0;1.20361059479
data,1241598300,1098340.0;40233.0;1043085.0;45971.0;1.20314683775
data,1241599200,1099449.0;40260.0;1044101.0;45995.0;1.20301053215
data,1241600100,1100527.0;40278.0;1045167.0;46013.0;1.20289484893
data,1241601000,1101593.0;40296.0;1046239.0;46030.0;1.20273320104
data,1241601600,1102647.0;40316.0;1047248.0;46052.0;1.20270196364
data,1241602500,1103716.0;40338.0;1048259.0;46075.0;1.20265128817
data,1241603100,1104786.0;40360.0;1049304.0;46101.0;1.20264104598
data,1241604000,1105814.0;40379.0;1050343.0;46126.0;1.20265531214
data,1241604600,1106851.0;40404.0;1051419.0;46151.0;1.20245849341
data,1241605500,1107936.0;40431.0;1052506.0;46177.0;1.2022681032
data,1241606100,1108919.0;40454.0;1053537.0;46196.0;1.20196808043
data,1241606700,1109957.0;40476.0;1054579.0;46228.0;1.20208327001
data,1241607300,1110970.0;40502.0;1055600.0;46265.0;1.20220643229
data,1241607600,1111994.0;40521.0;1056641.0;46293.0;1.2022925529
data,1241608200,1113047.0;40556.0;1057683.0;46327.0;1.20209016092
data,1241608800,1114139.0;40592.0;1058754.0;46365.0;1.2019713802
data,1241609100,1115178.0;40622.0;1059724.0;46403.0;1.20208777444
data,1241609700,1116296.0;40669.0;1060745.0;46427.0;1.20136645974
data,1241610000,1117353.0;40706.0;1061574.0;46455.0;1.20119678807
data,1241610600,1118380.0;40734.0;1062491.0;46476.0;1.20098011296
data,1241610900,1119420.0;40777.0;1063448.0;46506.0;1.20052309497
data,1241611200,1120465.0;40804.0;1064453.0;46541.0;1.20061779591
data,1241611500,1121470.0;40833.0;1065429.0;46572.0;1.20054031017
data,1241611800,1122477.0;40865.0;1066457.0;46604.0;1.20034418262
data,1241612400,1123444.0;40896.0;1067415.0;46640.0;1.20031666898
data,1241612700,1124397.0;40932.0;1068424.0;46679.0;1.20014749048
data,1241613000,1125338.0;40966.0;1069390.0;46711.0;1.19989286198
data,1241613300,1126374.0;40998.0;1070364.0;46739.0;1.1996867669
data,1241613600,1127371.0;41026.0;1071376.0;46792.0;1.20015510895
data,1241613900,1128363.0;41061.0;1072389.0;46839.0;1.20025791538
data,1241614200,1129390.0;41094.0;1073410.0;46875.0;1.20016557434
data,1241614500,1130362.0;41123.0;1074463.0;46907.0;1.19999366292
data,1241614800,1131340.0;41156.0;1075482.0;46942.0;1.19982643674
data,1241615100,1132361.0;41198.0;1076358.0;47001.0;1.20021520711
data,1241615400,1133330.0;41236.0;1077168.0;47093.0;1.20158021421
